R, G, B
15,21,21
15,21,21
15,21,21
16,21,21
15,21,21
17,21,21
17,21,21
16,21,21
16,21,21
17,21,21
17,21,21
15,21,21
15,21,21
16,21,21
15,21,21
17,21,21
15,21,21
17,21,21
16,21,21
15,21,21
15,21,21
15,21,21
14,21,21
18,21,21
16,21,21
13,21,21
14,21,21
15,21,21
16,21,21
15,21,21
14,21,21
14,21,21
13,21,21
13,21,21
15,21,21
14,21,21
14,21,21
13,21,21
15,21,21
15,21,21
14,21,21
14,21,21
15,21,21
15,21,21
14,21,21
16,21,21
16,21,21
14,21,21
15,21,21
15,21,21
16,21,21
15,21,21
15,21,21
13,21,21
14,21,21
15,21,21
14,21,21
13,21,21
14,21,21
14,21,21
12,21,21
13,21,21
22,26,26
26,26,26
27,26,26
25,26,26
24,26,26
23,26,26
19,26,26
18,26,26
16,26,26
16,26,26
13,26,26
14,26,26
12,26,26
13,26,26
12,26,26
13,26,26
12,26,26
12,26,26
13,26,26
12,26,26
14,26,26
13,26,26
12,26,26
14,26,26
13,26,26
12,26,26
12,26,26
12,26,26
13,26,26
14,26,26
12,26,26
11,26,26
13,26,26
12,26,26
13,26,26
12,26,26
13,26,26
12,26,26
12,26,26
11,26,26
11,26,26
12,26,26
12,26,26
12,26,26
11,26,26
12,26,26
13,26,26
13,26,26
14,26,26
13,26,26
14,26,26
13,26,26
13,26,26
13,26,26
13,26,26
12,26,26
13,26,26
13,26,26
13,26,26
12,26,26
13,26,26
12,26,26
11,26,26
13,26,26
13,26,26
12,26,26
12,26,26
14,26,26
12,26,26
13,26,26
13,26,26
13,26,26
13,26,26
12,26,26
12,26,26
12,26,26
11,26,26
12,26,26
12,26,26
13,26,26
13,26,26
12,26,26
14,26,26
11,26,26
12,26,26
12,26,26
13,26,26
14,26,26
13,26,26
13,26,26
12,26,26
13,26,26
13,26,26
12,26,26
11,26,26
12,26,26
13,26,26
14,26,26
13,26,26
12,26,26
13,26,26
14,26,26
12,26,26
13,26,26
12,26,26
12,26,26
13,26,26
13,26,26
12,26,26
14,26,26
14,26,26
13,26,26
13,26,26
12,26,26
13,26,26
13,26,26
13,26,26
12,26,26
12,26,26
14,26,26
14,26,26
13,26,26
13,26,26
13,26,26
13,26,26
13,26,26
13,26,26
12,26,26
14,26,26
14,26,26
14,26,26
13,26,26
13,26,26
14,26,26
15,26,26
14,26,26
14,26,26
14,26,26
13,26,26
14,26,26
14,26,26
15,26,26
14,26,26
15,26,26
14,26,26
13,26,26
14,26,26
14,26,26
14,26,26
15,26,26
13,26,26
14,26,26
12,26,26
13,26,26
15,26,26
13,26,26
14,26,26
14,26,26
13,26,26
14,26,26
12,26,26
14,26,26
14,26,26
13,26,26
14,26,26
14,26,26
14,26,26
13,26,26
13,26,26
13,26,26
14,26,26
12,26,26
15,26,26
13,26,26
13,26,26
14,26,26
14,26,26
14,26,26
14,26,26
13,26,26
14,26,26
13,26,26
14,26,26
14,26,26
14,26,26
15,26,26
14,26,26
14,26,26
14,26,26
15,26,26
15,26,26
15,26,26
15,26,26
18,26,26
17,26,26
16,26,26
15,26,26
15,26,26
15,26,26
16,26,26
17,26,26
16,26,26
15,26,26
15,26,26
17,26,26
16,26,26
15,26,26
15,26,26
17,26,26
15,26,26
16,26,26
15,26,26
15,26,26
15,26,26
14,26,26
15,26,26
15,26,26
13,26,26
14,26,26
15,26,26
15,26,26
14,26,26
15,26,26
15,26,26
15,26,26
14,26,26
14,26,26
15,26,26
14,26,26
14,26,26
14,26,26
14,26,26
15,26,26
14,26,26
14,26,26
14,26,26
14,26,26
15,26,26
15,26,26
15,26,26
16,26,26
15,26,26
16,26,26
14,26,26
16,26,26
15,26,26
16,26,26
16,26,26
15,26,26
14,26,26
12,26,26
13,26,26
13,26,26
14,26,26
14,26,26
14,26,26
24,50,50
36,50,50
50,50,50
45,50,50
40,50,50
40,50,50
31,50,50
21,50,50
19,50,50
15,50,50
15,50,50
15,50,50
12,50,50
12,50,50
12,50,50
12,50,50
11,50,50
12,50,50
12,50,50
11,50,50
13,50,50
12,50,50
12,50,50
13,50,50
13,50,50
13,50,50
13,50,50
12,50,50
12,50,50
13,50,50
12,50,50
13,50,50
12,50,50
13,50,50
13,50,50
13,50,50
12,50,50
13,50,50
12,50,50
11,50,50
12,50,50
12,50,50
13,50,50
14,50,50
12,50,50
13,50,50
13,50,50
13,50,50
12,50,50
12,50,50
10,50,50
13,50,50
12,50,50
12,50,50
13,50,50
13,50,50
14,50,50
12,50,50
13,50,50
13,50,50
12,50,50
13,50,50
12,50,50
14,50,50
11,50,50
13,50,50
12,50,50
13,50,50
12,50,50
13,50,50
13,50,50
12,50,50
14,50,50
13,50,50
12,50,50
12,50,50
13,50,50
12,50,50
12,50,50
13,50,50
13,50,50
12,50,50
13,50,50
13,50,50
12,50,50
12,50,50
12,50,50
13,50,50
13,50,50
13,50,50
12,50,50
12,50,50
13,50,50
13,50,50
14,50,50
13,50,50
14,50,50
11,50,50
12,50,50
13,50,50
14,50,50
13,50,50
13,50,50
13,50,50
12,50,50
13,50,50
12,50,50
13,50,50
13,50,50
13,50,50
13,50,50
13,50,50
13,50,50
12,50,50
11,50,50
13,50,50
12,50,50
13,50,50
11,50,50
13,50,50
12,50,50
12,50,50
13,50,50
13,50,50
12,50,50
12,50,50
12,50,50
13,50,50
13,50,50
13,50,50
13,50,50
14,50,50
14,50,50
14,50,50
13,50,50
13,50,50
13,50,50
14,50,50
13,50,50
13,50,50
14,50,50
15,50,50
14,50,50
14,50,50
13,50,50
13,50,50
14,50,50
13,50,50
13,50,50
14,50,50
14,50,50
14,50,50
15,50,50
14,50,50
14,50,50
13,50,50
14,50,50
14,50,50
13,50,50
14,50,50
13,50,50
14,50,50
15,50,50
14,50,50
13,50,50
14,50,50
14,50,50
14,50,50
13,50,50
14,50,50
12,50,50
14,50,50
15,50,50
13,50,50
13,50,50
15,50,50
13,50,50
13,50,50
14,50,50
14,50,50
12,50,50
14,50,50
13,50,50
15,50,50
13,50,50
14,50,50
14,50,50
14,50,50
14,50,50
14,50,50
15,50,50
15,50,50
15,50,50
14,50,50
16,50,50
16,50,50
15,50,50
15,50,50
14,50,50
15,50,50
16,50,50
16,50,50
15,50,50
15,50,50
16,50,50
16,50,50
16,50,50
15,50,50
15,50,50
15,50,50
16,50,50
14,50,50
15,50,50
15,50,50
14,50,50
15,50,50
13,50,50
15,50,50
14,50,50
16,50,50
13,50,50
13,50,50
14,50,50
13,50,50
13,50,50
14,50,50
14,50,50
14,50,50
14,50,50
14,50,50
15,50,50
15,50,50
13,50,50
15,50,50
14,50,50
14,50,50
13,50,50
13,50,50
14,50,50
15,50,50
15,50,50
16,50,50
17,50,50
16,50,50
16,50,50
13,50,50
14,50,50
16,50,50
15,50,50
14,50,50
14,50,50
14,50,50
13,50,50
13,50,50
12,50,50
13,50,50
31,75,75
56,75,75
71,75,75
75,75,75
81,75,75
77,75,75
59,75,75
32,75,75
19,75,75
17,75,75
15,75,75
14,75,75
15,75,75
12,75,75
13,75,75
12,75,75
13,75,75
12,75,75
13,75,75
12,75,75
12,75,75
12,75,75
13,75,75
11,75,75
12,75,75
13,75,75
12,75,75
13,75,75
13,75,75
12,75,75
13,75,75
14,75,75
14,75,75
12,75,75
12,75,75
13,75,75
13,75,75
13,75,75
13,75,75
12,75,75
13,75,75
13,75,75
11,75,75
13,75,75
12,75,75
11,75,75
12,75,75
12,75,75
12,75,75
12,75,75
12,75,75
14,75,75
13,75,75
12,75,75
13,75,75
12,75,75
12,75,75
14,75,75
12,75,75
13,75,75
13,75,75
14,75,75
12,75,75
13,75,75
12,75,75
13,75,75
13,75,75
13,75,75
14,75,75
13,75,75
13,75,75
13,75,75
14,75,75
13,75,75
12,75,75
13,75,75
12,75,75
12,75,75
13,75,75
13,75,75
13,75,75
12,75,75
12,75,75
12,75,75
14,75,75
14,75,75
13,75,75
12,75,75
13,75,75
14,75,75
13,75,75
13,75,75
14,75,75
12,75,75
13,75,75
13,75,75
14,75,75
14,75,75
13,75,75
12,75,75
13,75,75
14,75,75
12,75,75
14,75,75
13,75,75
13,75,75
13,75,75
15,75,75
13,75,75
14,75,75
13,75,75
12,75,75
12,75,75
13,75,75
13,75,75
14,75,75
12,75,75
11,75,75
13,75,75
12,75,75
12,75,75
11,75,75
12,75,75
12,75,75
12,75,75
12,75,75
13,75,75
13,75,75
12,75,75
13,75,75
13,75,75
13,75,75
14,75,75
13,75,75
13,75,75
14,75,75
14,75,75
14,75,75
14,75,75
14,75,75
13,75,75
15,75,75
15,75,75
14,75,75
13,75,75
15,75,75
13,75,75
12,75,75
14,75,75
13,75,75
13,75,75
13,75,75
13,75,75
14,75,75
14,75,75
13,75,75
13,75,75
12,75,75
14,75,75
13,75,75
13,75,75
14,75,75
12,75,75
14,75,75
14,75,75
14,75,75
13,75,75
13,75,75
14,75,75
13,75,75
14,75,75
14,75,75
13,75,75
14,75,75
14,75,75
14,75,75
13,75,75
14,75,75
13,75,75
14,75,75
14,75,75
14,75,75
14,75,75
13,75,75
14,75,75
16,75,75
14,75,75
15,75,75
15,75,75
14,75,75
14,75,75
15,75,75
14,75,75
15,75,75
16,75,75
15,75,75
15,75,75
15,75,75
15,75,75
16,75,75
15,75,75
16,75,75
16,75,75
16,75,75
16,75,75
16,75,75
15,75,75
15,75,75
14,75,75
16,75,75
17,75,75
14,75,75
15,75,75
14,75,75
16,75,75
14,75,75
15,75,75
15,75,75
14,75,75
15,75,75
15,75,75
15,75,75
14,75,75
15,75,75
14,75,75
16,75,75
15,75,75
14,75,75
14,75,75
15,75,75
14,75,75
14,75,75
15,75,75
14,75,75
15,75,75
14,75,75
14,75,75
14,75,75
15,75,75
14,75,75
15,75,75
16,75,75
14,75,75
16,75,75
14,75,75
15,75,75
14,75,75
15,75,75
15,75,75
14,75,75
13,75,75
14,75,75
13,75,75
14,75,75
14,75,75
12,75,75
39,105,105
72,105,105
82,105,105
92,105,105
105,105,105
94,105,105
77,105,105
52,105,105
24,105,105
18,105,105
16,105,105
15,105,105
13,105,105
14,105,105
12,105,105
13,105,105
12,105,105
12,105,105
13,105,105
11,105,105
11,105,105
12,105,105
12,105,105
12,105,105
13,105,105
12,105,105
13,105,105
12,105,105
13,105,105
12,105,105
12,105,105
10,105,105
12,105,105
13,105,105
13,105,105
13,105,105
13,105,105
12,105,105
13,105,105
13,105,105
12,105,105
13,105,105
12,105,105
13,105,105
12,105,105
12,105,105
14,105,105
12,105,105
13,105,105
15,105,105
13,105,105
12,105,105
14,105,105
13,105,105
12,105,105
14,105,105
13,105,105
12,105,105
13,105,105
14,105,105
12,105,105
12,105,105
12,105,105
13,105,105
14,105,105
13,105,105
12,105,105
13,105,105
14,105,105
15,105,105
14,105,105
13,105,105
11,105,105
13,105,105
12,105,105
13,105,105
13,105,105
12,105,105
13,105,105
11,105,105
12,105,105
12,105,105
13,105,105
13,105,105
14,105,105
13,105,105
13,105,105
13,105,105
12,105,105
12,105,105
13,105,105
12,105,105
13,105,105
13,105,105
12,105,105
13,105,105
12,105,105
11,105,105
13,105,105
13,105,105
13,105,105
12,105,105
13,105,105
13,105,105
15,105,105
13,105,105
13,105,105
13,105,105
13,105,105
14,105,105
11,105,105
12,105,105
13,105,105
14,105,105
13,105,105
13,105,105
13,105,105
12,105,105
13,105,105
13,105,105
11,105,105
12,105,105
12,105,105
14,105,105
13,105,105
13,105,105
14,105,105
13,105,105
13,105,105
13,105,105
12,105,105
13,105,105
12,105,105
13,105,105
14,105,105
14,105,105
14,105,105
14,105,105
14,105,105
15,105,105
14,105,105
14,105,105
14,105,105
13,105,105
14,105,105
13,105,105
14,105,105
14,105,105
12,105,105
15,105,105
14,105,105
13,105,105
13,105,105
14,105,105
14,105,105
14,105,105
14,105,105
13,105,105
13,105,105
13,105,105
13,105,105
13,105,105
14,105,105
14,105,105
14,105,105
14,105,105
14,105,105
13,105,105
14,105,105
13,105,105
13,105,105
13,105,105
15,105,105
14,105,105
14,105,105
14,105,105
15,105,105
14,105,105
14,105,105
15,105,105
14,105,105
14,105,105
14,105,105
14,105,105
13,105,105
14,105,105
15,105,105
14,105,105
14,105,105
15,105,105
14,105,105
16,105,105
16,105,105
16,105,105
15,105,105
15,105,105
15,105,105
15,105,105
15,105,105
15,105,105
16,105,105
17,105,105
15,105,105
15,105,105
14,105,105
15,105,105
16,105,105
15,105,105
14,105,105
14,105,105
15,105,105
14,105,105
14,105,105
14,105,105
15,105,105
14,105,105
14,105,105
12,105,105
15,105,105
15,105,105
13,105,105
13,105,105
13,105,105
15,105,105
14,105,105
15,105,105
15,105,105
14,105,105
15,105,105
14,105,105
13,105,105
14,105,105
15,105,105
13,105,105
14,105,105
16,105,105
15,105,105
14,105,105
15,105,105
15,105,105
15,105,105
14,105,105
14,105,105
16,105,105
14,105,105
13,105,105
15,105,105
14,105,105
14,105,105
16,105,105
14,105,105
12,105,105
12,105,105
13,105,105
12,105,105
14,105,105
56,97,97
86,97,97
88,97,97
95,97,97
110,97,97
97,97,97
87,97,97
70,97,97
30,97,97
18,97,97
15,97,97
15,97,97
11,97,97
12,97,97
12,97,97
12,97,97
12,97,97
12,97,97
13,97,97
13,97,97
13,97,97
12,97,97
13,97,97
12,97,97
13,97,97
12,97,97
12,97,97
11,97,97
13,97,97
13,97,97
13,97,97
12,97,97
11,97,97
12,97,97
12,97,97
12,97,97
13,97,97
12,97,97
12,97,97
11,97,97
12,97,97
12,97,97
12,97,97
11,97,97
14,97,97
13,97,97
12,97,97
13,97,97
12,97,97
12,97,97
13,97,97
13,97,97
12,97,97
13,97,97
13,97,97
13,97,97
13,97,97
12,97,97
12,97,97
11,97,97
12,97,97
11,97,97
13,97,97
13,97,97
12,97,97
12,97,97
13,97,97
13,97,97
13,97,97
12,97,97
12,97,97
12,97,97
13,97,97
13,97,97
12,97,97
12,97,97
12,97,97
13,97,97
12,97,97
13,97,97
12,97,97
12,97,97
12,97,97
12,97,97
12,97,97
12,97,97
12,97,97
13,97,97
11,97,97
12,97,97
13,97,97
13,97,97
12,97,97
12,97,97
13,97,97
13,97,97
13,97,97
13,97,97
12,97,97
12,97,97
13,97,97
13,97,97
12,97,97
13,97,97
14,97,97
13,97,97
14,97,97
12,97,97
13,97,97
14,97,97
14,97,97
13,97,97
13,97,97
13,97,97
12,97,97
13,97,97
14,97,97
13,97,97
13,97,97
13,97,97
14,97,97
13,97,97
13,97,97
13,97,97
13,97,97
13,97,97
12,97,97
13,97,97
12,97,97
13,97,97
13,97,97
14,97,97
14,97,97
13,97,97
13,97,97
14,97,97
14,97,97
14,97,97
13,97,97
14,97,97
12,97,97
12,97,97
14,97,97
13,97,97
14,97,97
14,97,97
14,97,97
13,97,97
13,97,97
13,97,97
14,97,97
12,97,97
13,97,97
13,97,97
13,97,97
14,97,97
14,97,97
12,97,97
13,97,97
12,97,97
14,97,97
13,97,97
14,97,97
14,97,97
14,97,97
14,97,97
13,97,97
13,97,97
13,97,97
13,97,97
13,97,97
12,97,97
14,97,97
13,97,97
14,97,97
14,97,97
14,97,97
14,97,97
13,97,97
14,97,97
13,97,97
14,97,97
14,97,97
15,97,97
14,97,97
14,97,97
14,97,97
14,97,97
14,97,97
15,97,97
16,97,97
14,97,97
16,97,97
14,97,97
13,97,97
14,97,97
15,97,97
15,97,97
15,97,97
15,97,97
15,97,97
15,97,97
15,97,97
14,97,97
15,97,97
14,97,97
14,97,97
15,97,97
15,97,97
15,97,97
14,97,97
13,97,97
14,97,97
14,97,97
15,97,97
14,97,97
14,97,97
12,97,97
14,97,97
14,97,97
13,97,97
14,97,97
13,97,97
14,97,97
14,97,97
15,97,97
14,97,97
14,97,97
15,97,97
14,97,97
14,97,97
13,97,97
13,97,97
13,97,97
15,97,97
14,97,97
15,97,97
13,97,97
14,97,97
14,97,97
14,97,97
13,97,97
15,97,97
15,97,97
15,97,97
14,97,97
14,97,97
13,97,97
14,97,97
14,97,97
14,97,97
16,97,97
12,97,97
13,97,97
13,97,97
13,97,97
72,96,96
95,96,96
92,96,96
92,96,96
111,96,96
114,96,96
96,96,96
85,96,96
44,96,96
21,96,96
15,96,96
15,96,96
13,96,96
14,96,96
12,96,96
12,96,96
12,96,96
12,96,96
12,96,96
11,96,96
12,96,96
12,96,96
12,96,96
12,96,96
13,96,96
12,96,96
11,96,96
13,96,96
12,96,96
13,96,96
14,96,96
12,96,96
12,96,96
13,96,96
12,96,96
15,96,96
13,96,96
13,96,96
12,96,96
13,96,96
11,96,96
12,96,96
12,96,96
12,96,96
12,96,96
13,96,96
13,96,96
12,96,96
13,96,96
12,96,96
14,96,96
14,96,96
13,96,96
12,96,96
14,96,96
13,96,96
12,96,96
12,96,96
14,96,96
13,96,96
13,96,96
13,96,96
13,96,96
13,96,96
13,96,96
12,96,96
12,96,96
13,96,96
14,96,96
13,96,96
13,96,96
13,96,96
12,96,96
13,96,96
13,96,96
13,96,96
13,96,96
12,96,96
13,96,96
12,96,96
14,96,96
13,96,96
11,96,96
13,96,96
12,96,96
13,96,96
13,96,96
13,96,96
13,96,96
13,96,96
12,96,96
13,96,96
12,96,96
13,96,96
13,96,96
12,96,96
12,96,96
13,96,96
14,96,96
13,96,96
14,96,96
14,96,96
13,96,96
12,96,96
12,96,96
15,96,96
14,96,96
12,96,96
13,96,96
13,96,96
13,96,96
13,96,96
13,96,96
12,96,96
14,96,96
14,96,96
13,96,96
13,96,96
14,96,96
14,96,96
13,96,96
14,96,96
14,96,96
12,96,96
13,96,96
12,96,96
13,96,96
15,96,96
12,96,96
14,96,96
13,96,96
12,96,96
14,96,96
13,96,96
13,96,96
12,96,96
14,96,96
14,96,96
13,96,96
14,96,96
13,96,96
13,96,96
14,96,96
15,96,96
14,96,96
15,96,96
13,96,96
13,96,96
13,96,96
12,96,96
14,96,96
15,96,96
15,96,96
13,96,96
13,96,96
14,96,96
12,96,96
14,96,96
13,96,96
15,96,96
13,96,96
13,96,96
14,96,96
14,96,96
13,96,96
13,96,96
15,96,96
14,96,96
14,96,96
13,96,96
13,96,96
14,96,96
13,96,96
14,96,96
15,96,96
13,96,96
13,96,96
15,96,96
13,96,96
14,96,96
12,96,96
14,96,96
14,96,96
14,96,96
13,96,96
15,96,96
14,96,96
14,96,96
14,96,96
15,96,96
14,96,96
13,96,96
15,96,96
15,96,96
13,96,96
16,96,96
16,96,96
14,96,96
15,96,96
14,96,96
15,96,96
14,96,96
15,96,96
15,96,96
14,96,96
14,96,96
14,96,96
15,96,96
14,96,96
14,96,96
13,96,96
15,96,96
13,96,96
14,96,96
13,96,96
15,96,96
12,96,96
12,96,96
14,96,96
13,96,96
13,96,96
13,96,96
14,96,96
14,96,96
14,96,96
13,96,96
14,96,96
16,96,96
14,96,96
13,96,96
13,96,96
13,96,96
14,96,96
13,96,96
14,96,96
15,96,96
13,96,96
13,96,96
15,96,96
15,96,96
13,96,96
13,96,96
14,96,96
14,96,96
14,96,96
14,96,96
14,96,96
15,96,96
15,96,96
16,96,96
14,96,96
14,96,96
14,96,96
14,96,96
13,96,96
13,96,96
68,96,96
95,96,96
100,96,96
103,96,96
123,96,96
125,96,96
108,96,96
96,96,96
60,96,96
22,96,96
17,96,96
13,96,96
12,96,96
12,96,96
11,96,96
12,96,96
12,96,96
13,96,96
12,96,96
12,96,96
12,96,96
10,96,96
14,96,96
13,96,96
12,96,96
13,96,96
12,96,96
12,96,96
12,96,96
12,96,96
12,96,96
12,96,96
11,96,96
12,96,96
12,96,96
12,96,96
12,96,96
12,96,96
13,96,96
12,96,96
11,96,96
13,96,96
13,96,96
12,96,96
12,96,96
12,96,96
12,96,96
12,96,96
13,96,96
12,96,96
13,96,96
12,96,96
12,96,96
13,96,96
12,96,96
12,96,96
13,96,96
13,96,96
13,96,96
13,96,96
13,96,96
12,96,96
12,96,96
13,96,96
13,96,96
13,96,96
12,96,96
11,96,96
12,96,96
11,96,96
13,96,96
13,96,96
12,96,96
13,96,96
13,96,96
13,96,96
12,96,96
12,96,96
11,96,96
12,96,96
13,96,96
13,96,96
15,96,96
12,96,96
13,96,96
13,96,96
13,96,96
12,96,96
12,96,96
14,96,96
13,96,96
13,96,96
12,96,96
11,96,96
14,96,96
13,96,96
12,96,96
14,96,96
14,96,96
13,96,96
13,96,96
12,96,96
12,96,96
13,96,96
13,96,96
11,96,96
13,96,96
13,96,96
12,96,96
13,96,96
12,96,96
13,96,96
12,96,96
14,96,96
14,96,96
13,96,96
13,96,96
13,96,96
13,96,96
14,96,96
11,96,96
14,96,96
13,96,96
12,96,96
13,96,96
12,96,96
13,96,96
12,96,96
12,96,96
13,96,96
13,96,96
14,96,96
13,96,96
13,96,96
14,96,96
14,96,96
15,96,96
14,96,96
14,96,96
13,96,96
14,96,96
14,96,96
13,96,96
13,96,96
14,96,96
13,96,96
14,96,96
13,96,96
14,96,96
13,96,96
13,96,96
14,96,96
13,96,96
12,96,96
13,96,96
13,96,96
14,96,96
13,96,96
13,96,96
13,96,96
14,96,96
14,96,96
14,96,96
14,96,96
13,96,96
14,96,96
13,96,96
14,96,96
14,96,96
12,96,96
15,96,96
14,96,96
15,96,96
14,96,96
13,96,96
14,96,96
13,96,96
13,96,96
15,96,96
14,96,96
14,96,96
14,96,96
14,96,96
13,96,96
13,96,96
14,96,96
13,96,96
14,96,96
14,96,96
13,96,96
12,96,96
14,96,96
15,96,96
15,96,96
15,96,96
16,96,96
14,96,96
14,96,96
14,96,96
15,96,96
14,96,96
14,96,96
14,96,96
14,96,96
15,96,96
15,96,96
14,96,96
14,96,96
14,96,96
13,96,96
14,96,96
15,96,96
15,96,96
13,96,96
15,96,96
15,96,96
14,96,96
13,96,96
13,96,96
11,96,96
13,96,96
12,96,96
13,96,96
13,96,96
14,96,96
15,96,96
13,96,96
13,96,96
14,96,96
12,96,96
13,96,96
12,96,96
14,96,96
13,96,96
13,96,96
13,96,96
13,96,96
13,96,96
14,96,96
13,96,96
14,96,96
13,96,96
14,96,96
13,96,96
14,96,96
14,96,96
13,96,96
15,96,96
12,96,96
15,96,96
13,96,96
14,96,96
13,96,96
13,96,96
13,96,96
12,96,96
70,66,66
105,66,66
109,66,66
102,66,66
105,66,66
109,66,66
119,66,66
92,66,66
66,66,66
25,66,66
16,66,66
13,66,66
13,66,66
13,66,66
13,66,66
12,66,66
12,66,66
13,66,66
13,66,66
13,66,66
13,66,66
13,66,66
12,66,66
12,66,66
13,66,66
12,66,66
12,66,66
13,66,66
11,66,66
13,66,66
12,66,66
11,66,66
12,66,66
12,66,66
14,66,66
13,66,66
12,66,66
13,66,66
13,66,66
13,66,66
13,66,66
12,66,66
13,66,66
13,66,66
13,66,66
12,66,66
13,66,66
12,66,66
12,66,66
13,66,66
13,66,66
13,66,66
12,66,66
13,66,66
12,66,66
13,66,66
13,66,66
14,66,66
13,66,66
12,66,66
12,66,66
12,66,66
12,66,66
13,66,66
13,66,66
13,66,66
14,66,66
15,66,66
13,66,66
13,66,66
14,66,66
11,66,66
13,66,66
12,66,66
14,66,66
12,66,66
12,66,66
14,66,66
13,66,66
13,66,66
13,66,66
14,66,66
12,66,66
13,66,66
13,66,66
14,66,66
12,66,66
13,66,66
12,66,66
13,66,66
12,66,66
13,66,66
13,66,66
12,66,66
13,66,66
12,66,66
11,66,66
13,66,66
13,66,66
13,66,66
13,66,66
13,66,66
13,66,66
13,66,66
13,66,66
13,66,66
13,66,66
13,66,66
13,66,66
13,66,66
14,66,66
13,66,66
13,66,66
12,66,66
13,66,66
13,66,66
12,66,66
13,66,66
13,66,66
13,66,66
14,66,66
12,66,66
13,66,66
13,66,66
12,66,66
12,66,66
14,66,66
13,66,66
12,66,66
13,66,66
13,66,66
13,66,66
13,66,66
13,66,66
14,66,66
13,66,66
13,66,66
15,66,66
13,66,66
14,66,66
13,66,66
14,66,66
13,66,66
14,66,66
13,66,66
15,66,66
15,66,66
14,66,66
14,66,66
14,66,66
14,66,66
13,66,66
13,66,66
13,66,66
13,66,66
14,66,66
14,66,66
13,66,66
14,66,66
15,66,66
15,66,66
14,66,66
14,66,66
12,66,66
14,66,66
12,66,66
14,66,66
14,66,66
12,66,66
13,66,66
14,66,66
14,66,66
13,66,66
13,66,66
13,66,66
13,66,66
13,66,66
14,66,66
14,66,66
13,66,66
15,66,66
13,66,66
13,66,66
14,66,66
12,66,66
15,66,66
15,66,66
14,66,66
14,66,66
15,66,66
14,66,66
15,66,66
13,66,66
13,66,66
14,66,66
15,66,66
14,66,66
15,66,66
14,66,66
14,66,66
15,66,66
15,66,66
15,66,66
14,66,66
14,66,66
13,66,66
14,66,66
15,66,66
14,66,66
14,66,66
14,66,66
14,66,66
14,66,66
14,66,66
15,66,66
13,66,66
14,66,66
16,66,66
14,66,66
14,66,66
13,66,66
12,66,66
15,66,66
14,66,66
12,66,66
13,66,66
14,66,66
13,66,66
14,66,66
13,66,66
14,66,66
14,66,66
13,66,66
14,66,66
13,66,66
13,66,66
14,66,66
14,66,66
13,66,66
15,66,66
14,66,66
14,66,66
14,66,66
13,66,66
13,66,66
15,66,66
14,66,66
14,66,66
13,66,66
14,66,66
13,66,66
15,66,66
14,66,66
15,66,66
12,66,66
13,66,66
62,24,24
100,24,24
102,24,24
98,24,24
93,24,24
109,24,24
106,24,24
95,24,24
68,24,24
24,24,24
16,24,24
14,24,24
11,24,24
14,24,24
13,24,24
13,24,24
13,24,24
12,24,24
13,24,24
13,24,24
12,24,24
13,24,24
12,24,24
12,24,24
12,24,24
11,24,24
13,24,24
